Document,GBWP (kHz),sent,p
TEXASINSTRUMENTS_INA118UBG4,0.3,471,0.00087030063
TEXASINSTRUMENTS_INA118UBG4,0.9,566,0.00082040014
TEXASINSTRUMENTS_INA118UBG4,10.0,472,0.0014527064
TEXASINSTRUMENTS_INA118UBG4,15.0,570,0.0019887954
TEXASINSTRUMENTS_INA118UBG4,500.0,559,0.008944863
TEXASINSTRUMENTS_INA118UBG4,7.0,563,0.010692083
TEXASINSTRUMENTS_INA118UBG4,70.0,561,0.013312434
TEXASINSTRUMENTS_INA118UBG4,80.0,473,0.0031701473
TEXASINSTRUMENTS_INA118UBG4,800.0,556,0.0072532874
TEXASINSTRUMENTS_INA121U2K5,300.0,300,0.013490057
TEXASINSTRUMENTS_INA121U2K5,50.0,304,0.011423771
TEXASINSTRUMENTS_INA121U2K5,600.0,296,0.01117066
TEXASINSTRUMENTS_INA122UA2K5,0.9,236,0.0047384715
TEXASINSTRUMENTS_INA122UA2K5,1.0,222,0.0022319825
TEXASINSTRUMENTS_INA122UA2K5,120.0,228,0.009018148
TEXASINSTRUMENTS_INA122UA2K5,5.0,232,0.002681378
TEXASINSTRUMENTS_INA125UG4,10.0,356,0.006224439
TEXASINSTRUMENTS_INA125UG4,100.0,360,0.0042288094
TEXASINSTRUMENTS_INA125UG4,150.0,353,0.04349099
TEXASINSTRUMENTS_INA125UG4,4.0,352,0.008499064
TEXASINSTRUMENTS_INA125UG4,4.5,361,0.010371362
TEXASINSTRUMENTS_INA125UG4,45.0,357,0.008562338
TEXASINSTRUMENTS_INA126U,0.01,712,0.0008575386
TEXASINSTRUMENTS_INA126U,0.4,710,0.0011173941
TEXASINSTRUMENTS_INA126U,1.8,707,0.031509183
TEXASINSTRUMENTS_INA126U,200.0,702,0.021055108
TEXASINSTRUMENTS_INA126U,30.0,714,0.0032174273
TEXASINSTRUMENTS_INA126U,9.0,705,0.046281043
TEXASINSTRUMENTS_INA128UA2K5,0.01,572,0.00061612274
TEXASINSTRUMENTS_INA128UA2K5,1300.0,559,0.03812881
TEXASINSTRUMENTS_INA128UA2K5,20.0,567,0.019724235
TEXASINSTRUMENTS_INA128UA2K5,200.0,565,0.022207491
TEXASINSTRUMENTS_INA128UA2K5,30.0,460,0.006040644
TEXASINSTRUMENTS_INA128UA2K5,4.0,570,0.0018368827
TEXASINSTRUMENTS_INA128UA2K5,7.0,574,0.004706357
TEXASINSTRUMENTS_INA128UA2K5,700.0,562,0.020184562
TEXASINSTRUMENTS_INA129MDREP,0.01,640,0.0006354409
TEXASINSTRUMENTS_INA129MDREP,0.3,529,0.0021003818
TEXASINSTRUMENTS_INA129MDREP,20.0,635,0.022584802
TEXASINSTRUMENTS_INA129MDREP,200.0,633,0.028612087
TEXASINSTRUMENTS_INA129MDREP,30.0,531,0.0026829548
TEXASINSTRUMENTS_INA129MDREP,4.0,638,0.0017210105
TEXASINSTRUMENTS_INA129MDREP,7.0,642,0.0053650127
TEXASINSTRUMENTS_INA129MDREP,700.0,631,0.018431468
TEXASINSTRUMENTS_INA129SKGD1,0.01,1047,0.000399897
TEXASINSTRUMENTS_INA129SKGD1,0.01,737,0.0005937087
TEXASINSTRUMENTS_INA129SKGD1,10.0,1050,0.0081995735
TEXASINSTRUMENTS_INA129SKGD1,17.5,731,0.03112467
TEXASINSTRUMENTS_INA129SKGD1,190.0,728,0.039069485
TEXASINSTRUMENTS_INA129SKGD1,20.0,1040,0.017101973
TEXASINSTRUMENTS_INA129SKGD1,20.0,730,0.014462851
TEXASINSTRUMENTS_INA129SKGD1,200.0,1037,0.02538742
TEXASINSTRUMENTS_INA129SKGD1,200.0,727,0.022753522
TEXASINSTRUMENTS_INA129SKGD1,4.0,1044,0.0018000846
TEXASINSTRUMENTS_INA129SKGD1,4.0,1045,0.002027525
TEXASINSTRUMENTS_INA129SKGD1,4.0,734,0.0013449992
TEXASINSTRUMENTS_INA129SKGD1,4.0,735,0.0025758627
TEXASINSTRUMENTS_INA129SKGD1,400.0,1035,0.03746654
TEXASINSTRUMENTS_INA129SKGD1,50.0,1038,0.045794334
TEXASINSTRUMENTS_INA129SKGD1,7.0,1049,0.0037142637
TEXASINSTRUMENTS_INA129SKGD1,7.0,739,0.0033478895
TEXASINSTRUMENTS_INA129SKGD1,7.0,740,0.0063331304
TEXASINSTRUMENTS_INA129SKGD1,7.5,1041,0.023484847
TEXASINSTRUMENTS_INA129SKGD1,700.0,1034,0.019910648
TEXASINSTRUMENTS_INA129SKGD1,700.0,724,0.017033482
TEXASINSTRUMENTS_INA129SKGD1,700.0,725,0.023679415
TEXASINSTRUMENTS_INA129SKGD1,850.0,1031,0.01624605
TEXASINSTRUMENTS_INA131AP-1G4,0.01,220,0.0001225877
TEXASINSTRUMENTS_INA131AP-1G4,0.3,222,0.00076437613
TEXASINSTRUMENTS_INA131AP-1G4,0.7,223,0.0002687374
TEXASINSTRUMENTS_INA131AP-1G4,100.0,224,0.00053236226
TEXASINSTRUMENTS_INA131AP-1G4,20.0,232,0.0026044052
TEXASINSTRUMENTS_INA131AP-1G4,70.0,216,0.02029508
TEXASINSTRUMENTS_INA132U,0.1,186,0.0040320335
TEXASINSTRUMENTS_INA132U,0.1,189,0.00038584578
TEXASINSTRUMENTS_INA132U,300.0,182,0.09971467
TEXASINSTRUMENTS_INA132U,85.0,191,0.0019677428
TEXASINSTRUMENTS_INA145UA,0.45,165,0.0062540965
TEXASINSTRUMENTS_INA145UA,0.45,347,0.008905045
TEXASINSTRUMENTS_INA145UA,1.0,126,0.00059421477
TEXASINSTRUMENTS_INA145UA,1.0,126,0.0006850978
TEXASINSTRUMENTS_INA145UA,1.0,127,0.0006512105
TEXASINSTRUMENTS_INA145UA,1.0,133,0.00056900305
TEXASINSTRUMENTS_INA145UA,1.0,307,0.00097504945
TEXASINSTRUMENTS_INA145UA,1.0,308,0.00032644637
TEXASINSTRUMENTS_INA145UA,1.0,308,0.000637058
TEXASINSTRUMENTS_INA145UA,1.0,314,0.0012030607
TEXASINSTRUMENTS_INA145UA,50.0,162,0.020025464
TEXASINSTRUMENTS_INA145UA,50.0,344,0.01811282
TEXASINSTRUMENTS_INA145UA,500.0,159,0.05418536
TEXASINSTRUMENTS_INA145UA,500.0,341,0.06892052
TEXASINSTRUMENTS_INA146UA2K5,0.1,133,0.000445602
TEXASINSTRUMENTS_INA146UA2K5,0.1,134,0.00029465332
TEXASINSTRUMENTS_INA146UA2K5,0.1,135,0.0004594765
TEXASINSTRUMENTS_INA146UA2K5,0.1,323,0.00031527903
TEXASINSTRUMENTS_INA146UA2K5,0.1,324,0.00019820954
TEXASINSTRUMENTS_INA146UA2K5,0.1,325,0.00032509718
TEXASINSTRUMENTS_INA146UA2K5,0.45,174,0.0036203815
TEXASINSTRUMENTS_INA146UA2K5,0.45,364,0.0031481364
TEXASINSTRUMENTS_INA146UA2K5,1.0,134,0.00019914647
TEXASINSTRUMENTS_INA146UA2K5,1.0,324,0.00014089276
TEXASINSTRUMENTS_INA146UA2K5,100.0,133,0.00093017786
TEXASINSTRUMENTS_INA146UA2K5,100.0,323,0.0006582265
TEXASINSTRUMENTS_INA146UA2K5,50.0,171,0.009557028
TEXASINSTRUMENTS_INA146UA2K5,50.0,361,0.0075036604
TEXASINSTRUMENTS_INA146UA2K5,550.0,168,0.034920767
TEXASINSTRUMENTS_INA146UA2K5,550.0,358,0.037490573
TEXASINSTRUMENTS_INA148QDRQ1,1.0,390,0.010138591
TEXASINSTRUMENTS_INA148QDRQ1,1.0,413,0.0033073449
TEXASINSTRUMENTS_INA148QDRQ1,1.0,526,0.007042986
TEXASINSTRUMENTS_INA148QDRQ1,1.0,545,0.002333679
TEXASINSTRUMENTS_INA148QDRQ1,100.0,409,0.15693976
TEXASINSTRUMENTS_INA148QDRQ1,100.0,541,0.12909341
TEXASINSTRUMENTS_INA148QDRQ1,21.0,419,0.0045449072
TEXASINSTRUMENTS_INA148QDRQ1,21.0,551,0.0023748735
TEXASINSTRUMENTS_INA148QDRQ1,880.0,387,0.002014486
TEXASINSTRUMENTS_INA148QDRQ1,880.0,523,0.0013673733
TEXASINSTRUMENTS_INA148UA2K5,0.1,137,0.00037677342
TEXASINSTRUMENTS_INA148UA2K5,0.1,287,0.00039924338
TEXASINSTRUMENTS_INA148UA2K5,1.0,135,0.0025572702
TEXASINSTRUMENTS_INA148UA2K5,1.0,285,0.008391834
TEXASINSTRUMENTS_INA148UA2K5,100.0,132,0.11096257
TEXASINSTRUMENTS_INA148UA2K5,100.0,282,0.10349829
TEXASINSTRUMENTS_INA148UA2K5,21.0,139,0.0027389666
TEXASINSTRUMENTS_INA148UA2K5,21.0,289,0.0023769496
TEXASINSTRUMENTS_INA149AIDR,1.7,224,0.00047199387
TEXASINSTRUMENTS_INA149AIDR,10.0,215,0.0025486408
TEXASINSTRUMENTS_INA149AIDR,10.0,336,0.0033847897
TEXASINSTRUMENTS_INA149AIDR,32.0,228,0.0044445633
TEXASINSTRUMENTS_INA149AIDR,32.0,349,0.0016528883
TEXASINSTRUMENTS_INA149AIDR,5.0,224,0.0008142825
TEXASINSTRUMENTS_INA149AIDR,5.0,345,0.00035886062
TEXASINSTRUMENTS_INA149AIDR,500.0,220,0.024312219
TEXASINSTRUMENTS_INA149AIDR,500.0,341,0.010485569
TEXASINSTRUMENTS_INA149AIDR,550.0,216,0.0038137187
TEXASINSTRUMENTS_INA149AIDR,550.0,337,0.0016253901
TEXASINSTRUMENTS_INA149AIDR,7.0,232,0.0011254154
TEXASINSTRUMENTS_INA149AIDR,7.0,353,0.00042314897
TEXASINSTRUMENTS_INA149AMDREP,1.7,265,0.0010421749
TEXASINSTRUMENTS_INA149AMDREP,10.0,256,0.0042127785
TEXASINSTRUMENTS_INA149AMDREP,10.0,374,0.006428508
TEXASINSTRUMENTS_INA149AMDREP,32.0,269,0.013494669
TEXASINSTRUMENTS_INA149AMDREP,32.0,387,0.003084072
TEXASINSTRUMENTS_INA149AMDREP,5.0,265,0.0017972147
TEXASINSTRUMENTS_INA149AMDREP,5.0,383,0.0006974456
TEXASINSTRUMENTS_INA149AMDREP,500.0,261,0.06470833
TEXASINSTRUMENTS_INA149AMDREP,500.0,379,0.017625876
TEXASINSTRUMENTS_INA149AMDREP,550.0,257,0.012292325
TEXASINSTRUMENTS_INA149AMDREP,550.0,375,0.0032171158
TEXASINSTRUMENTS_INA149AMDREP,7.0,273,0.0030769287
TEXASINSTRUMENTS_INA149AMDREP,7.0,391,0.0007066898
TEXASINSTRUMENTS_INA154UA,100.0,178,0.0003286078
TEXASINSTRUMENTS_INA154UA,14000.0,175,0.0014986513
TEXASINSTRUMENTS_INA154UA,1600.0,157,0.00065363233
TEXASINSTRUMENTS_INA154UA,1800.0,156,0.0005590373
TEXASINSTRUMENTS_INA154UA,2000.0,154,0.00068608805
TEXASINSTRUMENTS_INA154UA,2000.0,155,0.001162977
TEXASINSTRUMENTS_INA154UA,2000.0,180,0.0011250988
TEXASINSTRUMENTS_INA154UA,3100.0,171,0.038037997
TEXASINSTRUMENTS_INA154UA,500000.0,158,0.0006382776
TEXASINSTRUMENTS_INA155UA,10.0,240,0.00084592385
TEXASINSTRUMENTS_INA155UA,10.0,241,0.0012191804
TEXASINSTRUMENTS_INA155UA,10.0,540,0.00071680936
TEXASINSTRUMENTS_INA155UA,10.0,541,0.0010331534
TEXASINSTRUMENTS_INA155UA,110.0,262,0.0023865972
TEXASINSTRUMENTS_INA155UA,110.0,562,0.0019956413
TEXASINSTRUMENTS_INA155UA,5.0,237,0.0003365377
TEXASINSTRUMENTS_INA155UA,5.0,537,0.00031099096
TEXASINSTRUMENTS_INA155UA,50.0,190,0.0012357549
TEXASINSTRUMENTS_INA155UA,50.0,490,0.001047202
TEXASINSTRUMENTS_INA155UA,550.0,259,0.007132401
TEXASINSTRUMENTS_INA155UA,550.0,559,0.0059686718
TEXASINSTRUMENTS_INA155UA,6.5,267,0.00039703955
TEXASINSTRUMENTS_INA155UA,6.5,567,0.0002998106
TEXASINSTRUMENTS_INA156EA250G4,10.0,148,0.0010193101
TEXASINSTRUMENTS_INA156EA250G4,110.0,204,0.003737708
TEXASINSTRUMENTS_INA156EA250G4,20.0,189,0.00019952927
TEXASINSTRUMENTS_INA156EA250G4,20.0,190,0.00029152565
TEXASINSTRUMENTS_INA156EA250G4,5.0,186,0.00045432456
TEXASINSTRUMENTS_INA156EA250G4,50.0,154,0.002953674
TEXASINSTRUMENTS_INA156EA250G4,550.0,202,0.014598072
TEXASINSTRUMENTS_INA156EA250G4,6.5,208,0.00080271176
TEXASINSTRUMENTS_INA157U,100.0,179,0.0003286078
TEXASINSTRUMENTS_INA157U,14000.0,176,0.0019137976
TEXASINSTRUMENTS_INA157U,2000.0,181,0.0015565375
TEXASINSTRUMENTS_INA157U,4000.0,172,0.04230071
TEXASINSTRUMENTS_INA157U,500000.0,159,0.0010348309
TEXASINSTRUMENTS_INA159AIDGKT,10.0,219,0.00015610496
TEXASINSTRUMENTS_INA159AIDGKT,1000.0,227,0.0034854822
TEXASINSTRUMENTS_INA159AIDGKT,1100.0,243,0.0059028706
TEXASINSTRUMENTS_INA159AIDGKT,1500.0,225,0.0029371683
TEXASINSTRUMENTS_INA159AIDGKT,1500.0,244,0.0070521724
TEXASINSTRUMENTS_INA159AIDGKT,15000.0,226,0.0016695998
TEXASINSTRUMENTS_INA159AIDGKT,250000.0,228,0.0022591702
TEXASINSTRUMENTS_INA159AMDGKTEP,0.2,222,0.009908621
TEXASINSTRUMENTS_INA159AMDGKTEP,10.0,211,0.00535178
TEXASINSTRUMENTS_INA159AMDGKTEP,10.0,273,5.003963e-05
TEXASINSTRUMENTS_INA159AMDGKTEP,1000.0,276,0.00094639335
TEXASINSTRUMENTS_INA159AMDGKTEP,1500.0,267,0.057231523
TEXASINSTRUMENTS_INA159AMDGKTEP,15000.0,271,0.001846189
TEXASINSTRUMENTS_INA159AMDGKTEP,30.0,214,0.0011512296
TEXASINSTRUMENTS_INA1620RTWT,10000.0,476,0.0021956228
TEXASINSTRUMENTS_INA1620RTWT,1600.0,480,0.002264669
TEXASINSTRUMENTS_INA1620RTWT,32000.0,469,0.24719806
TEXASINSTRUMENTS_INA1620RTWT,8000.0,472,0.22151852
TEXASINSTRUMENTS_INA163UA2K5,15.0,233,0.00020936341
TEXASINSTRUMENTS_INA163UA2K5,2.0,222,0.0027203823
TEXASINSTRUMENTS_INA163UA2K5,3.4,230,0.00023258635
TEXASINSTRUMENTS_INA163UA2K5,800.0,231,0.00032558668
TEXASINSTRUMENTS_INA166UAG4,0.09,133,0.0011235398
TEXASINSTRUMENTS_INA166UAG4,15.0,130,0.0010063181
TEXASINSTRUMENTS_INA166UAG4,2.0,123,0.003124265
TEXASINSTRUMENTS_INA166UAG4,450.0,127,0.0060993424
TEXASINSTRUMENTS_INA180B4IDBVR,105.0,675,0.0072843833
TEXASINSTRUMENTS_INA180B4IDBVR,150.0,673,0.010154559
TEXASINSTRUMENTS_INA180B4IDBVR,2.0,678,0.003148551
TEXASINSTRUMENTS_INA180B4IDBVR,210.0,671,0.007840592
TEXASINSTRUMENTS_INA180B4IDBVR,350.0,668,0.015628954
TEXASINSTRUMENTS_INA180B4IDBVR,80.0,1781,0.029366048
TEXASINSTRUMENTS_INA181A3IDBVR,100.0,2029,0.045192894
TEXASINSTRUMENTS_INA181A3IDBVR,105.0,729,0.007630011
TEXASINSTRUMENTS_INA181A3IDBVR,150.0,726,0.010634906
TEXASINSTRUMENTS_INA181A3IDBVR,2.0,733,0.0030455012
TEXASINSTRUMENTS_INA181A3IDBVR,210.0,723,0.008212393
TEXASINSTRUMENTS_INA181A3IDBVR,350.0,720,0.016363997
TEXASINSTRUMENTS_INA188IDR,0.17,566,0.0026810747
TEXASINSTRUMENTS_INA188IDR,0.17,832,0.0021925108
TEXASINSTRUMENTS_INA188IDR,0.9,563,0.0017823491
TEXASINSTRUMENTS_INA188IDR,0.9,829,0.001457317
TEXASINSTRUMENTS_INA188IDR,1.0,2310,0.00015773588
TEXASINSTRUMENTS_INA188IDR,1.5,559,0.04109922
TEXASINSTRUMENTS_INA188IDR,1.5,825,0.041953262
TEXASINSTRUMENTS_INA188IDR,10.0,479,0.0023884245
TEXASINSTRUMENTS_INA188IDR,10.0,748,0.0028595347
TEXASINSTRUMENTS_INA188IDR,110.0,2320,0.0002426045
TEXASINSTRUMENTS_INA188IDR,14.0,2324,0.0046445215
TEXASINSTRUMENTS_INA188IDR,15.0,557,0.018541262
TEXASINSTRUMENTS_INA188IDR,15.0,823,0.018935798
TEXASINSTRUMENTS_INA188IDR,18.0,2319,0.00034771173
TEXASINSTRUMENTS_INA188IDR,2.0,2312,0.00024829523
TEXASINSTRUMENTS_INA188IDR,2.0,2315,0.00042904523
TEXASINSTRUMENTS_INA188IDR,430.0,745,0.00085550925
TEXASINSTRUMENTS_INA188IDR,440.0,476,0.0008094839
TEXASINSTRUMENTS_INA188IDR,47.0,2322,0.00051906117
TEXASINSTRUMENTS_INA188IDR,5.0,2307,0.005076601
TEXASINSTRUMENTS_INA188IDR,5.0,2308,0.019243777
TEXASINSTRUMENTS_INA188IDR,5.0,2309,0.027464425
TEXASINSTRUMENTS_INA188IDR,52.0,2325,0.0068822773
TEXASINSTRUMENTS_INA188IDR,6.0,2317,0.0004936598
TEXASINSTRUMENTS_INA188IDR,600.0,552,0.02079173
TEXASINSTRUMENTS_INA188IDR,600.0,818,0.021233123
TEXASINSTRUMENTS_INA188IDR,9.0,2321,0.000712264
TEXASINSTRUMENTS_INA188IDR,95.0,555,0.024970664
TEXASINSTRUMENTS_INA188IDR,95.0,821,0.02549847
TEXASINSTRUMENTS_INA190A5IRSWT,0.3,478,0.0005751432
TEXASINSTRUMENTS_INA190A5IRSWT,27.0,474,0.0073045827
TEXASINSTRUMENTS_INA190A5IRSWT,3.0,458,0.0007674452
TEXASINSTRUMENTS_INA190A5IRSWT,30.0,483,0.001545512
TEXASINSTRUMENTS_INA190A5IRSWT,33.0,472,0.006739213
TEXASINSTRUMENTS_INA190A5IRSWT,35.0,470,0.011935845
TEXASINSTRUMENTS_INA190A5IRSWT,37.0,468,0.0069379155
TEXASINSTRUMENTS_INA190A5IRSWT,45.0,465,0.0077891736
TEXASINSTRUMENTS_INA190A5IRSWT,9.0,459,0.0009788442
TEXASINSTRUMENTS_INA2126U2K5,1.8,270,0.009943336
TEXASINSTRUMENTS_INA2126U2K5,200.0,262,0.020115945
TEXASINSTRUMENTS_INA2126U2K5,9.0,266,0.01754633
TEXASINSTRUMENTS_INA212AQDCKRQ1,0.4,732,0.0031056833
TEXASINSTRUMENTS_INA212AQDCKRQ1,14.0,718,0.021953557
TEXASINSTRUMENTS_INA212AQDCKRQ1,30.0,727,0.013510473
TEXASINSTRUMENTS_INA212AQDCKRQ1,4.0,723,0.02940222
TEXASINSTRUMENTS_INA212AQDCKRQ1,40.0,729,0.01603998
TEXASINSTRUMENTS_INA212AQDCKRQ1,7.0,721,0.02917936
TEXASINSTRUMENTS_INA212AQDCKRQ1,80.0,725,0.023608249
TEXASINSTRUMENTS_INA2132UA2K5E4,0.1,193,0.0022339935
TEXASINSTRUMENTS_INA2132UA2K5E4,0.1,196,0.0002302717
TEXASINSTRUMENTS_INA2132UA2K5E4,10.0,183,0.0055511305
TEXASINSTRUMENTS_INA2132UA2K5E4,300.0,189,0.07211231
TEXASINSTRUMENTS_INA2132UA2K5E4,85.0,198,0.0018299809
TEXASINSTRUMENTS_INA2133UA,100.0,216,0.001253381
TEXASINSTRUMENTS_INA2133UA,1500.0,211,0.070405364
TEXASINSTRUMENTS_INA2133UA,4000.0,218,0.0045108804
TEXASINSTRUMENTS_INA2133UA,5000.0,214,0.006230237
TEXASINSTRUMENTS_INA213BIRSWT,0.05,710,0.0011208267
TEXASINSTRUMENTS_INA213BIRSWT,0.4,730,0.004117495
TEXASINSTRUMENTS_INA213BIRSWT,14.0,716,0.013087046
TEXASINSTRUMENTS_INA213BIRSWT,30.0,725,0.008789248
TEXASINSTRUMENTS_INA213BIRSWT,4.0,721,0.014348031
TEXASINSTRUMENTS_INA213BIRSWT,40.0,727,0.008996373
TEXASINSTRUMENTS_INA213BIRSWT,7.0,719,0.013591985
TEXASINSTRUMENTS_INA213BIRSWT,80.0,723,0.010395052
TEXASINSTRUMENTS_INA2143UA2K5G4,100.0,214,0.00061216764
TEXASINSTRUMENTS_INA2143UA2K5G4,150.0,209,0.025490412
TEXASINSTRUMENTS_INA2143UA2K5G4,5000.0,212,0.0028016597
TEXASINSTRUMENTS_INA2143UA2K5G4,6000.0,216,0.0011085696
TEXASINSTRUMENTS_INA217AIDWT,100.0,546,0.0028081334
TEXASINSTRUMENTS_INA217AIDWT,1000.0,543,0.0018466251
TEXASINSTRUMENTS_INA217AIDWT,3400.0,544,0.0088588735
TEXASINSTRUMENTS_INA217AIDWT,800.0,547,0.005039355
TEXASINSTRUMENTS_INA2180A1QDGKRQ1,105.0,630,0.008030927
TEXASINSTRUMENTS_INA2180A1QDGKRQ1,150.0,628,0.011191938
TEXASINSTRUMENTS_INA2180A1QDGKRQ1,2.0,633,0.0034727147
TEXASINSTRUMENTS_INA2180A1QDGKRQ1,210.0,626,0.008643638
TEXASINSTRUMENTS_INA2180A1QDGKRQ1,350.0,623,0.017215874
TEXASINSTRUMENTS_INA2180A1QDGKRQ1,80.0,1737,0.026494274
TEXASINSTRUMENTS_INA2181A1QDGSRQ1,100.0,1973,0.045626335
TEXASINSTRUMENTS_INA2181A1QDGSRQ1,105.0,672,0.008045108
TEXASINSTRUMENTS_INA2181A1QDGSRQ1,150.0,669,0.011211628
TEXASINSTRUMENTS_INA2181A1QDGSRQ1,2.0,676,0.0032119926
TEXASINSTRUMENTS_INA2181A1QDGSRQ1,210.0,666,0.0086588925
TEXASINSTRUMENTS_INA2181A1QDGSRQ1,350.0,663,0.017245984
TEXASINSTRUMENTS_INA2321EA250,0.1,418,0.00030393677
TEXASINSTRUMENTS_INA2321EA250,0.4,415,0.0019784546
TEXASINSTRUMENTS_INA2321EA250,500.0,409,0.028989064
TEXASINSTRUMENTS_INA2321EA250,8.0,421,0.0016955183
TEXASINSTRUMENTS_INA2322EA250G4,0.1,173,4.54333e-05
TEXASINSTRUMENTS_INA2322EA250G4,0.4,172,0.00065401435
TEXASINSTRUMENTS_INA2322EA250G4,16.0,160,0.0016592852
TEXASINSTRUMENTS_INA2322EA250G4,5.0,146,0.00050946046
TEXASINSTRUMENTS_INA2322EA250G4,500.0,169,0.008306849
TEXASINSTRUMENTS_INA2322EA250G4,8.0,175,0.00032408774
TEXASINSTRUMENTS_INA2332AIPWTG4,100.0,290,0.00041988736
TEXASINSTRUMENTS_INA2332AIPWTG4,1700.0,292,0.006111539
TEXASINSTRUMENTS_INA2332AIPWTG4,2000.0,286,0.081936054
TEXASINSTRUMENTS_INA2332AIPWTG4,5000.0,289,0.005578827
TEXASINSTRUMENTS_INA240A1QPWRQ1,0.5,543,0.005068583
TEXASINSTRUMENTS_INA240A1QPWRQ1,100.0,542,0.04316707
TEXASINSTRUMENTS_INA240A1QPWRQ1,400.0,539,0.0523208
TEXASINSTRUMENTS_INA240A1QPWRQ1,9.6,545,0.013503229
TEXASINSTRUMENTS_INA240A1QPWRQ1,9.8,548,0.01402884
TEXASINSTRUMENTS_INA240A3DR,0.5,490,0.0016861446
TEXASINSTRUMENTS_INA240A3DR,1.0,479,0.003325331
TEXASINSTRUMENTS_INA240A3DR,10.0,480,0.0015494477
TEXASINSTRUMENTS_INA240A3DR,100.0,489,0.025386287
TEXASINSTRUMENTS_INA240A3DR,400.0,486,0.04727537
TEXASINSTRUMENTS_INA240A3DR,9.6,492,0.0094000865
TEXASINSTRUMENTS_INA240A3DR,9.8,495,0.009198116
TEXASINSTRUMENTS_INA250A1QPWRQ1,0.2,542,0.0010368594
TEXASINSTRUMENTS_INA250A1QPWRQ1,11.0,538,0.007747736
TEXASINSTRUMENTS_INA250A1QPWRQ1,25.0,524,0.0025521587
TEXASINSTRUMENTS_INA250A1QPWRQ1,35.0,536,0.0066896435
TEXASINSTRUMENTS_INA250A1QPWRQ1,50.0,525,0.0021184757
TEXASINSTRUMENTS_INA250A1QPWRQ1,50.0,531,0.012587711
TEXASINSTRUMENTS_INA250A1QPWRQ1,50.0,534,0.011748475
TEXASINSTRUMENTS_INA250A2PWR,0.2,563,0.0011314481
TEXASINSTRUMENTS_INA250A2PWR,11.0,559,0.008449358
TEXASINSTRUMENTS_INA250A2PWR,25.0,545,0.0025204867
TEXASINSTRUMENTS_INA250A2PWR,35.0,557,0.0072961478
TEXASINSTRUMENTS_INA250A2PWR,50.0,546,0.0020518203
TEXASINSTRUMENTS_INA250A2PWR,50.0,552,0.013721564
TEXASINSTRUMENTS_INA250A2PWR,50.0,555,0.012807708
TEXASINSTRUMENTS_INA317IDGKR,0.16,501,0.00037933086
TEXASINSTRUMENTS_INA317IDGKR,100.0,415,0.0016128425
TEXASINSTRUMENTS_INA317IDGKR,150.0,488,0.013287084
TEXASINSTRUMENTS_INA317IDGKR,3.5,494,0.0228721
TEXASINSTRUMENTS_INA317IDGKR,35.0,491,0.016268332
TEXASINSTRUMENTS_INA317IDGKR,350.0,497,0.02873388
TEXASINSTRUMENTS_INA317IDGKR,5.0,483,0.0071016448
TEXASINSTRUMENTS_INA322EA250G4,0.1,273,4.3564374e-05
TEXASINSTRUMENTS_INA322EA250G4,0.4,272,0.0006180229
TEXASINSTRUMENTS_INA322EA250G4,16.0,260,0.0019184126
TEXASINSTRUMENTS_INA322EA250G4,5.0,245,0.0005890746
TEXASINSTRUMENTS_INA322EA250G4,500.0,269,0.007853021
TEXASINSTRUMENTS_INA322EA250G4,8.0,275,0.00037477812
TEXASINSTRUMENTS_INA330AIDGSR,1.0,257,0.0027901398
TEXASINSTRUMENTS_INA331IDGKT,100.0,337,0.00083304767
TEXASINSTRUMENTS_INA331IDGKT,1700.0,339,0.0057257656
TEXASINSTRUMENTS_INA331IDGKT,2000.0,331,0.037360135
TEXASINSTRUMENTS_INA331IDGKT,5000.0,335,0.006406844
TEXASINSTRUMENTS_INA333AIDGKT,0.16,544,0.0009207868
TEXASINSTRUMENTS_INA333AIDGKT,100.0,454,0.0016232003
TEXASINSTRUMENTS_INA333AIDGKT,150.0,530,0.04004736
TEXASINSTRUMENTS_INA333AIDGKT,3.5,536,0.080839254
TEXASINSTRUMENTS_INA333AIDGKT,35.0,533,0.058264155
TEXASINSTRUMENTS_INA333AIDGKT,350.0,539,0.12937114
TEXASINSTRUMENTS_INA333SKGD2,1.0,506,0.0008047716
TEXASINSTRUMENTS_INA333SKGD2,150.0,507,0.0075226324
TEXASINSTRUMENTS_INA826AIDGK,1.0,2253,0.00031847344
TEXASINSTRUMENTS_INA826AIDGK,1.0,737,0.00017408807
TEXASINSTRUMENTS_INA826AIDGK,1.0,740,0.0003286037
TEXASINSTRUMENTS_INA826AIDGK,10.0,2264,0.0029223114
TEXASINSTRUMENTS_INA826AIDGK,10.0,2265,0.0040115123
TEXASINSTRUMENTS_INA826AIDGK,1000.0,725,0.0022056554
TEXASINSTRUMENTS_INA826AIDGK,110.0,2263,0.00059727137
TEXASINSTRUMENTS_INA826AIDGK,15.0,2267,0.008026001
TEXASINSTRUMENTS_INA826AIDGK,15.0,2268,0.01056015
TEXASINSTRUMENTS_INA826AIDGK,18.0,2262,0.0007579759
TEXASINSTRUMENTS_INA826AIDGK,2.0,2255,0.00035483664
TEXASINSTRUMENTS_INA826AIDGK,2.0,2258,0.0006130972
TEXASINSTRUMENTS_INA826AIDGK,5.0,2250,0.0122916885
TEXASINSTRUMENTS_INA826AIDGK,5.0,2251,0.021504112
TEXASINSTRUMENTS_INA826AIDGK,5.0,2252,0.02817302
