Type:,Filename:,Part:,Our Vals:,Notes:,Discrepancy Type:,Discrepancy Notes:,Annotator:
FN,SANKEN_2SC4886,2SC4886,14,Entity parts: {'2SA1860': ['150']}
FN,MICROCOMMERCIALCO_TIP29ABP,TIP29A-BP-HF,N,"Entity parts: {'TIP30': ['40', '60', '80', '220', '100']}"
FN,MICROCOMMERCIALCO_TIP29ABP,TIP29C,150,"Entity parts: {'TIP30': ['40', '60', '80', '220', '100']}"
FN,MICROCOMMERCIALCO_MPSA92AP,MPSA92-AP-HF,1.5,Entity parts: {'MPSA92-BP': ['300']}
FN,TTELECTRONICSOPTEKTECHNOLOGY_2N2222AUATXV,2N2222AUA,50,Entities do not have doc TTELECTRONICSOPTEKTECHNOLOGY_2N2222AUATXV.
FN,SANKEN_2SD2083,2SD2083,NPN,Entity vals: ['120']
FN,CSEMS05382-1,BC547,50,"Entity parts: {'BC546A': ['45', '65', '30']}"
FN,DIODS13249-1,BC818-25,500,"Entity parts: {'BC817-16': ['25', '45']}"
FN,DIODESINCORPORATED_FCX690BTA,FCX690B-13R,NPN,Entity vals: ['45']
FN,MICROCOMMERCIALCO_TIP29ABP,TIP29,5.0,"Entity parts: {'TIP30': ['40', '60', '80', '220', '100']}"
FN,DIODESINCORPORATED_2DA1213Y13,2DA1213Y-13R,6,Entity vals: ['50']
FN,STMICROELECTRONICS_BUL804,BUL804,10,Entity vals: ['450']
FN,NXPUSAINC_PN2222A116,PN2222A,-65,Entity parts: {'PN2907A': ['40']}
FN,DIODESINCORPORATED_ZXT690BKTC,ZXT690BKTC,3.4,Entities do not have doc DIODESINCORPORATED_ZXT690BKTC.
FN,MICROCOMMERCIALCO_TIP29ABP,TIP30C-BP,-55,"Entity parts: {'TIP30': ['40', '60', '80', '220', '100']}"
FN,MICROCOMMERCIALCO_TIP29ABP,TIP29C,N,"Entity parts: {'TIP30': ['40', '60', '80', '220', '100']}"
FN,ONSEMICONDUCTOR_MMBTA92LT1G,MMBTA93LT1G,150,"Entity parts: {'MMBTA93L': ['200', '300']}"
FN,NXPUSAINC_PN2222A116,PN2222A-AP,0.6,Entity parts: {'PN2907A': ['40']}
FN,MICROCOMMERCIALCO_MPSA92AP,MPSA92-BP-HF,-55,Entity parts: {'MPSA92-BP': ['300']}
FN,DIODESINCORPORATED_2DD26527,2DD2652,NPN,Entities do not have doc DIODESINCORPORATED_2DD26527.
FN,ONSEMICONDUCTOR_MJE18004D2G,MJE18004D2G,10,"Entity parts: {'MJE210': ['450', '100']}"
FN,ONSEMICONDUCTOR_MMBTA92LT1G,MMBTA93LT1G,-55,"Entity parts: {'MMBTA93L': ['200', '300']}"
FN,TTELECTRONICSOPTEKTECHNOLOGY_2N2222AUATXV,2N2222AUA,200,Entities do not have doc TTELECTRONICSOPTEKTECHNOLOGY_2N2222AUATXV.
FN,ONSEMICONDUCTOR_BC489G,BC489G,NPN,Entity parts: {'BC489RL1G': ['80']}
FN,DIODESINCORPORATED_ZXTP23140BFHTA,ZXTP23140BFH,150,Entity vals: ['140']
FN,ONSEMICONDUCTOR_2N3442G,2N3442,7.0,Entity parts: {'2N3442G': ['140']}
FN,DIODESINCORPORATED_FCX495TC,FCX495-13R,NPN,Entity parts: {'FCX495': ['150']}
FN,DIODESINCORPORATED_DXT790AP513,DXT790AP5,6,Entity parts: {'AP02002': ['40']}
FN,DIODESINCORPORATED_ZXTP26020DMFTA,ZXTP26020DMFTA,140,Entity parts: {'ZXTP26020DMF': ['20']}
FN,MICROCOMMERCIALCO_TIP29ABP,TIP29C-BP-HF,N,"Entity parts: {'TIP30': ['40', '60', '80', '220', '100']}"
FN,MICROCOMMERCIALCO_TIP29ABP,TIP29B,N,"Entity parts: {'TIP30': ['40', '60', '80', '220', '100']}"
FN,STMICROELECTRONICS_BUV48A,BUV48A,NPN,Entity vals: ['450']
FN,CSEMS05382-1,BC547C,NPN,"Entity parts: {'BC546A': ['45', '65', '30']}"
FN,BC546-D,BC548,110,"Entity parts: {'BC548C': ['30', '45', '65']}"
FN,DIODS13249-1,BC817-16,5.0,"Entity vals: ['25', '45']"
FN,NXPUSAINC_PN2222A116,PN2222A-AP,35,Entity parts: {'PN2907A': ['40']}
FN,DIODESINCORPORATED_DXT790AP513,DXT790AP5-13,-55,Entity parts: {'AP02002': ['40']}
FN,CENTRALSEMICONDUCTORCORP_MPSA42,MPSA43,150,Entities do not have doc CENTRALSEMICONDUCTORCORP_MPSA42.
FN,ONSEMICONDUCTOR_MPSA12,MPSA12RLRAG,-55,Entities do not have doc ONSEMICONDUCTOR_MPSA12.
FN,ONSEMICONDUCTOR_MMBTA06WT1G,SMMBTA06W,4.0,Entity parts: {'MMBTA06WT1': ['80']}
FN,MICROCOMMERCIALCO_TIP29ABP,TIP29B-BP,N,"Entity parts: {'TIP30': ['40', '60', '80', '220', '100']}"
FN,MICROCOMMERCIALCO_TIP29ABP,TIP30C,150,"Entity parts: {'TIP30': ['40', '60', '80', '220', '100']}"
FN,DIODESINCORPORATED_ZXTP718MATA,ZXTP718MATC,15,Entity vals: ['20']
FN,DIODESINCORPORATED_ZTX776,ZTX776,N,Entity vals: ['200']
FN,ONSEMICONDUCTOR_BUL45D2,BUL45D2G,7,"Entity parts: {'MJE210': ['100', '400']}"
FN,DIODESINCORPORATED_ZTX688BSTZ,ZTX688B,5,Entities do not have doc DIODESINCORPORATED_ZTX688BSTZ.
FN,DIODESINCORPORATED_FZT758TC,FZT758TA,40,Entity parts: {'AP02002': ['400']}
FN,BC546-D,BC547CZL1G,NPN,"Entity parts: {'BC548C': ['30', '45', '65']}"
FN,BC546-D,BC547BG,200,"Entity parts: {'BC548C': ['30', '45', '65']}"
FN,BC546-D,BC547BRL1G,625,"Entity parts: {'BC548C': ['30', '45', '65']}"
FN,CSEMS05382-1,BC548A,150,"Entity parts: {'BC546A': ['45', '65', '30']}"
FN,STMICROELECTRONICS_BUL804,BUL804,N,Entity vals: ['450']
FN,CSEMS03485-1,2N3905,200,Entity parts: {'2N3904': ['40']}
FN,ONSEMICONDUCTOR_MMBTA06WT1G,SMMBTA06WT1G,100,Entity parts: {'MMBTA06WT1': ['80']}
FN,DIODS13249-1,BC817,NPN,"Entity parts: {'BC817-16': ['25', '45']}"
FN,MICROCOMMERCIALCO_TIP29ABP,TIP29B-BP-HF,1.0,"Entity parts: {'TIP30': ['40', '60', '80', '220', '100']}"
FN,CENTRALSEMICONDUCTORCORP_MPSA64,MPSA65,30,Entities do not have doc CENTRALSEMICONDUCTORCORP_MPSA64.
FN,MICROCOMMERCIALCO_TIP29ABP,TIP30,1.0,"Entity vals: ['40', '60', '80', '220', '100']"
FN,DIODS13249-1,BC817-25,5.0,"Entity parts: {'BC817-16': ['25', '45']}"
FN,STMICROELECTRONICS_D45H11FP,D44H11FP,150,Entity parts: {'D45H11FP': ['80']}
FN,CENTRALSEMICONDUCTORCORP_MPSA64,MPSA62,PNP,Entities do not have doc CENTRALSEMICONDUCTORCORP_MPSA64.
FN,BC546-D,BC548B,-55,"Entity parts: {'BC548C': ['30', '45', '65']}"
FN,STMICROELECTRONICS_BUL804,BUL804,-65,Entity vals: ['450']
FN,BC546-D,BC546BG,625,"Entity parts: {'BC548C': ['30', '45', '65']}"
FN,BC546-D,BC547C,-55,"Entity parts: {'BC548C': ['30', '45', '65']}"
FN,SANKEN_2SD2643,2SD2643,N,Entity vals: ['110']
FN,ONSEMICONDUCTOR_MJE18004D2G,MJE18004D2G,N,"Entity parts: {'MJE210': ['450', '100']}"
FN,MICROCOMMERCIALCO_TIP29ABP,TIP29,NPN,"Entity parts: {'TIP30': ['40', '60', '80', '220', '100']}"
FN,CSEMS05382-1,BC547C,6.0,"Entity parts: {'BC546A': ['45', '65', '30']}"
FN,CSEMS05382-1,BC548,150,"Entity parts: {'BC546A': ['45', '65', '30']}"
FN,MICROCOMMERCIALCO_TIP29ABP,TIP30C-BP-HF,PNP,"Entity parts: {'TIP30': ['40', '60', '80', '220', '100']}"
FN,DIODS13249-1,BC817,330,"Entity parts: {'BC817-16': ['25', '45']}"
FN,ONSEMICONDUCTOR_MPSA12,MPSA12G,10,Entities do not have doc ONSEMICONDUCTOR_MPSA12.
FN,TTELECTRONICSOPTEKTECHNOLOGY_2N2222AUATXV,2N2222AUATXV,NPN,Entities do not have doc TTELECTRONICSOPTEKTECHNOLOGY_2N2222AUATXV.
FN,DIODS13249-1,BC817,500,"Entity parts: {'BC817-16': ['25', '45']}"
FN,ONSEMICONDUCTOR_MMBTA06WT1G,SMMBTA06WT1G,4.0,Entity parts: {'MMBTA06WT1': ['80']}
FN,CENTRALSEMICONDUCTORCORP_MPSA42,MPSA43,500,Entities do not have doc CENTRALSEMICONDUCTORCORP_MPSA42.
FN,BC546-D,BC548B,625,"Entity parts: {'BC548C': ['30', '45', '65']}"
FN,DIODESINCORPORATED_ZXTP26020DMFTA,ZXTP26020DMFTA,1.25,Entity parts: {'ZXTP26020DMF': ['20']}
FN,ONSEMICONDUCTOR_MPSA12,MPSA12RLRPG,100,Entities do not have doc ONSEMICONDUCTOR_MPSA12.
FN,ONSEMICONDUCTOR_MJW3281A,MJW1302AG,PNP,Entity parts: {'MJW3281AG': ['230']}
FN,BC546-D,BC548CZL1G,110,"Entity parts: {'BC548C': ['30', '45', '65']}"
FN,STMICROELECTRONICS_BC14116,BC141-16,3.7,Entity parts: {'BC161-16': ['60']}
FN,DIODESINCORPORATED_ZTX603STZ,ZTX603,2000,"Entity parts: {'ZTX602': ['60', '80']}"
FN,CSEMS05382-1,BC547B,-65,"Entity parts: {'BC546A': ['45', '65', '30']}"
FN,DIODESINCORPORATED_ZXTN19100CGTA,ZXTN19100CGTA,200,Entity parts: {'ZXTN19100C': ['100']}
FN,MICROCOMMERCIALCO_2N3904AP,2N3904-BP-HF,-55,Entities do not have doc MICROCOMMERCIALCO_2N3904AP.
FN,MICROSEMICORPORATION_2N2484UB,2N2484UA,N,Entity vals: ['60']
FN,CENTRALSEMICONDUCTORCORP_MPSA42,MPSA43,NPN,Entities do not have doc CENTRALSEMICONDUCTORCORP_MPSA42.
FN,CSEMS05382-1,BC548C,5.0,"Entity parts: {'BC546A': ['45', '65', '30']}"
FN,DIODESINCORPORATED_ZXTP23140BFHTA,ZXTP23140BFHTA,150,Entity parts: {'ZXTP23140BFH': ['140']}
FN,CENTRALSEMICONDUCTORCORP_MPSA42,MPSA42,-65,Entities do not have doc CENTRALSEMICONDUCTORCORP_MPSA42.
FN,DIODESINCORPORATED_FMMT597TC,FMMT597,PNP,Entity parts: {'FMMT597TA': ['300']}
FN,CENTRALSEMICONDUCTORCORP_MPSA64,MPSA63,150,Entities do not have doc CENTRALSEMICONDUCTORCORP_MPSA64.
FN,TTELECTRONICSOPTEKTECHNOLOGY_2N2222AUATXV,2N222AUA,800,Entities do not have doc TTELECTRONICSOPTEKTECHNOLOGY_2N2222AUATXV.
FN,ONSEMICONDUCTOR_NSV12100UW3TCG,NSS12100UW3TCG,1.0,Entities do not have doc ONSEMICONDUCTOR_NSV12100UW3TCG.
FN,BC546-D,BC546BZL1G,110,"Entity parts: {'BC548C': ['30', '45', '65']}"
FN,MICROCOMMERCIALCO_MPSA92AP,MPSA92-AP,80,Entity parts: {'MPSA92-BP': ['300']}
FN,ONSEMICONDUCTOR_MPSA12,MPSA12RLRAG,150,Entities do not have doc ONSEMICONDUCTOR_MPSA12.
FN,BC546-D,BC547CZL1G,6.0,"Entity parts: {'BC548C': ['30', '45', '65']}"
FN,MICROCOMMERCIALCO_TIP29ABP,TIP30B-BP-HF,-55,"Entity parts: {'TIP30': ['40', '60', '80', '220', '100']}"
FN,MICROSEMIIREDIVISION_JAN2N918UB,2N918UB,3.0,Entity vals: ['15']
FN,MICROCOMMERCIALCO_MPSA92AP,MPSA92-BP,PNP,Entity vals: ['300']
FN,DIODESINCORPORATED_ZXT690BKTC,ZXT690BK,400,Entities do not have doc DIODESINCORPORATED_ZXT690BKTC.
FN,CSEMS05382-1,BC548A,100,"Entity parts: {'BC546A': ['45', '65', '30']}"
FN,ONSEMICONDUCTOR_MMBTA06WT1G,MMBTA06W,100,Entity parts: {'MMBTA06WT1': ['80']}
FN,DIODESINCORPORATED_2DA1213Y13,2DA1213O,-55,Entity parts: {'2DA1213Y-13R': ['50']}
FN,CSEMS03485-1,2N3905,5.0,Entity parts: {'2N3904': ['40']}
FN,ONSEMICONDUCTOR_MPSA12,MPSA12RLRPG,-55,Entities do not have doc ONSEMICONDUCTOR_MPSA12.
FN,STMICROELECTRONICS_BUV48A,BUV48A,-65,Entity vals: ['450']
FN,DIODESINCORPORATED_2DA1213Y13,2DA1213Y-13R,20,Entity vals: ['50']
FN,MICROCOMMERCIALCO_MPSA92AP,MPSA92,80,Entity parts: {'MPSA92-BP': ['300']}
FN,ONSEMICONDUCTOR_MMBTA06WT1G,SMMBTA06WT1G,N,Entity parts: {'MMBTA06WT1': ['80']}
FN,DIODESINCORPORATED_ZXTN19100CGTA,ZXTN19100CGTA,-55,Entity parts: {'ZXTN19100C': ['100']}
FN,MICROCOMMERCIALCO_2N3904AP,2N3904-BP-HF,200,Entities do not have doc MICROCOMMERCIALCO_2N3904AP.
FN,DIODESINCORPORATED_ZTX688BSTZ,ZTX688B,-55,Entities do not have doc DIODESINCORPORATED_ZTX688BSTZ.
FN,BC546-D,BC546BRL1,100,"Entity parts: {'BC548C': ['30', '45', '65']}"
FN,STMICROELECTRONICS_STI130051,STI13005-1,3,Entity vals: ['400']
FN,DIODS13249-1,BC817-40,5.0,"Entity parts: {'BC817-16': ['25', '45']}"
FN,DIODESINCORPORATED_ZXTP718MATA,ZXTP718MA,12,Entity parts: {'ZXTP718MATC': ['20']}
FN,DIODESINCORPORATED_ZTX415STZ,ZTX415,-55,Entity vals: ['100']
FN,ONSEMICONDUCTOR_2N3442G,2N3442G,117,Entity vals: ['140']
FN,DIODESINCORPORATED_FCX558TA,FCX558TA,200,Entity parts: {'AP02002': ['400']}
FN,TTELECTRONICSOPTEKTECHNOLOGY_2N2222AUATXV,2N2222AUATX,800,Entities do not have doc TTELECTRONICSOPTEKTECHNOLOGY_2N2222AUATXV.
FN,DIODESINCORPORATED_FCX491ATA,FCX491AQTA,35,Entity parts: {'FCX491ATA': ['40']}
FN,NXPUSAINC_PN2222A116,PN2222A-AP,50,Entity parts: {'PN2907A': ['40']}
FN,ONSEMICONDUCTOR_MMBTA06WT1G,SMMBTA06W,100,Entity parts: {'MMBTA06WT1': ['80']}
FN,DIODS13249-1,BC817-25,150,"Entity parts: {'BC817-16': ['25', '45']}"
FN,ONSEMICONDUCTOR_MPSA12,MPSA12G,20000,Entities do not have doc ONSEMICONDUCTOR_MPSA12.
FN,NXPUSAINC_PN2222A116,PN2222A-AP,75,Entity parts: {'PN2907A': ['40']}
FN,BC546-D,BC546BZL1G,6.0,"Entity parts: {'BC548C': ['30', '45', '65']}"
FN,DIODS13249-1,BC818-40,150,"Entity parts: {'BC817-16': ['25', '45']}"
FN,DIODESINCORPORATED_FCX495TC,FCX495-13R,N,Entity parts: {'FCX495': ['150']}
FN,DIODESINCORPORATED_ZXTP2008ZTA,ZXTP2008Z,1.5,Entities do not have doc DIODESINCORPORATED_ZXTP2008ZTA.
FN,CENTRALSEMICONDUCTORCORP_MPSA64,MPSA64,150,Entities do not have doc CENTRALSEMICONDUCTORCORP_MPSA64.
FN,DIODS13249-1,BC818-40,-55,"Entity parts: {'BC817-16': ['25', '45']}"
FN,DIODESINCORPORATED_2DA1213Y13,2DA1213O-13,PNP,Entity parts: {'2DA1213Y-13R': ['50']}
FN,BC546-D,BC546BZL1G,80,"Entity parts: {'BC548C': ['30', '45', '65']}"
FN,ONSEMICONDUCTOR_MPSA12,MPSA12RLRP,625,Entities do not have doc ONSEMICONDUCTOR_MPSA12.
FN,CENTRALSEMICONDUCTORCORP_CENU45,CEN-U45,12,Entity vals: ['40']
FN,DIODESINCORPORATED_2DA1213Y13,2DA1213O,70,Entity parts: {'2DA1213Y-13R': ['50']}
FN,ONSEMICONDUCTOR_MMBTA92LT1G,SMMBTA92LT1G,500,"Entity parts: {'MMBTA93L': ['200', '300']}"
FN,MICROCOMMERCIALCO_TIP29ABP,TIP30B-BP,30,"Entity parts: {'TIP30': ['40', '60', '80', '220', '100']}"
FN,DIODESINCORPORATED_FCX690BTA,FCX690B,Y,Entity parts: {'FCX690B-13R': ['45']}
FN,CENTRALSEMICONDUCTORCORP_MPSA64,MPSA62,N,Entities do not have doc CENTRALSEMICONDUCTORCORP_MPSA64.
FN,TTELECTRONICSOPTEKTECHNOLOGY_2N2222AUATXV,2N2222AUA,100,Entities do not have doc TTELECTRONICSOPTEKTECHNOLOGY_2N2222AUATXV.
FN,ONSEMICONDUCTOR_MPSA12,MPSA12RLRAG,100,Entities do not have doc ONSEMICONDUCTOR_MPSA12.
FN,BC546-D,BC548BZL1G,150,"Entity parts: {'BC548C': ['30', '45', '65']}"
FN,DIODESINCORPORATED_2DA1213Y13,2DA1213O,Y,Entity parts: {'2DA1213Y-13R': ['50']}
FN,ONSEMICONDUCTOR_MJE18004D2G,MJE18004D2G,5,"Entity parts: {'MJE210': ['450', '100']}"
FN,DIODS13249-1,BC818-40,250,"Entity parts: {'BC817-16': ['25', '45']}"
FN,ONSEMICONDUCTOR_MPSA12,MPSA12RLRP,-55,Entities do not have doc ONSEMICONDUCTOR_MPSA12.
FN,CSEMS05382-1,BC547C,100,"Entity parts: {'BC546A': ['45', '65', '30']}"
FN,DIODS13249-1,BC818-40,NPN,"Entity parts: {'BC817-16': ['25', '45']}"
FN,DIODESINCORPORATED_2DA1213Y13,2DA1213Y-13R,-55,Entity vals: ['50']
FN,BC546-D,BC547AZL1G,NPN,"Entity parts: {'BC548C': ['30', '45', '65']}"
FN,DIODESINCORPORATED_2DA1213Y13,2DA1213O-13,1,Entity parts: {'2DA1213Y-13R': ['50']}
FN,ONSEMICONDUCTOR_MPSA12,MPSA12RLRPG,20,Entities do not have doc ONSEMICONDUCTOR_MPSA12.
FN,BC546-D,BC546B,625,"Entity parts: {'BC548C': ['30', '45', '65']}"
FN,CSEMS05382-1,BC547B,NPN,"Entity parts: {'BC546A': ['45', '65', '30']}"
FN,MICROCOMMERCIALCO_MPSA92AP,MPSA92-BP,-55,Entity vals: ['300']
FN,DIODESINCORPORATED_2DA1213Y13,2DA1213O,20,Entity parts: {'2DA1213Y-13R': ['50']}
FN,DIODESINCORPORATED_ZXTP718MATA,ZXTP718MATA,PNP,Entity parts: {'ZXTP718MATC': ['20']}
FN,DIODESINCORPORATED_ZXT690BKTC,ZXT690BKQTC,2.1,Entities do not have doc DIODESINCORPORATED_ZXT690BKTC.
FN,MICROSEMIIREDIVISION_JAN2N918UB,2N918UB,200,Entity vals: ['15']
FN,DIODESINCORPORATED_2DD26527,2DD2652-7,300,Entities do not have doc DIODESINCORPORATED_2DD26527.
FN,MICROCOMMERCIALCO_TIP29ABP,TIP30A,N,"Entity parts: {'TIP30': ['40', '60', '80', '220', '100']}"
FN,SANKEN_2SD2643,2SD2643,150,Entity vals: ['110']
FN,DIODESINCORPORATED_2DD26527,2DD2652,300,Entities do not have doc DIODESINCORPORATED_2DD26527.
FN,DIODESINCORPORATED_ZTX776,ZTX776,5,Entity vals: ['200']
FN,SANKEN_2SC5100,2SC5100,75,Entity parts: {'2SC510': ['120']}
FN,MICROCOMMERCIALCO_2N3904AP,2N3904-AP-HF,150,Entities do not have doc MICROCOMMERCIALCO_2N3904AP.
FN,BC546-D,BC546B,-55,"Entity parts: {'BC548C': ['30', '45', '65']}"
FN,MICROCOMMERCIALCO_MPSA92AP,MPSA92-BP,625,Entity vals: ['300']
FN,DIODESINCORPORATED_2DA1213Y13,2DA1213Y,PNP,Entity parts: {'2DA1213Y-13R': ['50']}
FN,MICROCOMMERCIALCO_TIP29ABP,TIP29C-BP,30,"Entity parts: {'TIP30': ['40', '60', '80', '220', '100']}"
FN,STMICROELECTRONICS_D45H11FP,D44H11FP,5,Entity parts: {'D45H11FP': ['80']}
FN,DIODESINCORPORATED_ZXTN19100CGTA,ZXTN19100CG,5.5,Entity parts: {'ZXTN19100C': ['100']}
FN,ONSEMICONDUCTOR_BC489G,BC489,Y,Entity parts: {'BC489RL1G': ['80']}
FN,MICROSEMIIREDIVISION_JAN2N918UB,2N918,50,Entity parts: {'2N918UB': ['15']}
FN,DIODESINCORPORATED_FZT651TC,FZT651TC,70,Entity vals: ['60']
FN,DIODESINCORPORATED_DXT790AP513,DXT790AP5-13,300,Entity parts: {'AP02002': ['40']}
FN,DIODESINCORPORATED_ZTX776,ZTX776,PNP,Entity vals: ['200']
FN,DIODESINCORPORATED_FCX495TC,FCX495-13R,100,Entity parts: {'FCX495': ['150']}
FN,BC546-D,BC548C,625,"Entity vals: ['30', '45', '65']"
FN,MICROSEMICORPORATION_2N2484UB,2N2484UBC,250,Entity parts: {'2N2484UA': ['60']}
FN,DIODESINCORPORATED_FMMT634QTA,FMMT634QTA,5000,Entity vals: ['100']
FN,DIODESINCORPORATED_FCX495TC,FCX495TC,-65,Entity parts: {'FCX495': ['150']}
FN,MICROSEMICORPORATION_2N2484UB,2N2484UBC,-65,Entity parts: {'2N2484UA': ['60']}
FN,DIODESINCORPORATED_FZT758TC,FZT758TA,N,Entity parts: {'AP02002': ['400']}
FN,ONSEMICONDUCTOR_BC489G,BC489G,0.5,Entity parts: {'BC489RL1G': ['80']}
FN,DIODESINCORPORATED_FCX495TC,FCX495-13R,10,Entity parts: {'FCX495': ['150']}
FN,ONSEMICONDUCTOR_MPSA12,MPSA12RLRAG,N,Entities do not have doc ONSEMICONDUCTOR_MPSA12.
FN,MICROCOMMERCIALCO_TIP29ABP,TIP30B-BP-HF,1.0,"Entity parts: {'TIP30': ['40', '60', '80', '220', '100']}"
FN,MICROCOMMERCIALCO_TIP29ABP,TIP29C-BP,5.0,"Entity parts: {'TIP30': ['40', '60', '80', '220', '100']}"
FN,DIODESINCORPORATED_ZTX789ASTZ,ZTX789A,N,Entity vals: ['25']
FN,MICROCOMMERCIALCO_2N3904AP,2N3904,NPN,Entities do not have doc MICROCOMMERCIALCO_2N3904AP.
FN,BC546-D,BC548BRL1G,6.0,"Entity parts: {'BC548C': ['30', '45', '65']}"
FN,SANKEN_2SC4886,2SC4886,80,Entity parts: {'2SA1860': ['150']}
FN,ONSEMICONDUCTOR_MPSA12,MPSA12RLRP,150,Entities do not have doc ONSEMICONDUCTOR_MPSA12.
FN,DIODESINCORPORATED_ZTX696BSTZ,ZTX696B,-55,Entity vals: ['180']
FN,BC546-D,BC547BG,625,"Entity parts: {'BC548C': ['30', '45', '65']}"
FN,BC546-D,BC546BG,150,"Entity parts: {'BC548C': ['30', '45', '65']}"
FN,DIODESINCORPORATED_FZT758TC,FZT758TA,0.5,Entity parts: {'AP02002': ['400']}
FN,DIODESINCORPORATED_ZXTP26020DMFTA,ZXTP26020DMFTA,-55,Entity parts: {'ZXTP26020DMF': ['20']}
FN,ONSEMICONDUCTOR_MMBTA92LT1G,SMMBTA92L,300,"Entity parts: {'MMBTA93L': ['200', '300']}"
FN,CSEMS05382-1,BC547,-65,"Entity parts: {'BC546A': ['45', '65', '30']}"
FN,CSEMS03485-1,2N3906,PNP,Entity parts: {'2N3904': ['40']}
FN,MICROCOMMERCIALCO_2N3904AP,2N3904-BP,625,Entities do not have doc MICROCOMMERCIALCO_2N3904AP.
FN,DIODS13249-1,BC818-16,330,"Entity parts: {'BC817-16': ['25', '45']}"
FN,ONSEMICONDUCTOR_MPS3646G,MPS3646,30,Entity vals: ['15']
FN,BC546-D,BC546,625,"Entity parts: {'BC548C': ['30', '45', '65']}"
FN,DIODESINCORPORATED_FMMT634QTA,FMMT634QTA,900,Entity vals: ['100']
FN,ONSEMICONDUCTOR_MMBTA06WT1G,SMMBTA06W,80,Entity parts: {'MMBTA06WT1': ['80']}
FN,STMICROELECTRONICS_HD1520FX,HD1520FX,64,Entity vals: ['700']
FN,CSEMS05382-1,BC548C,-65,"Entity parts: {'BC546A': ['45', '65', '30']}"
FN,DIODESINCORPORATED_2DA1213Y13,2DA1213Y-13,-55,Entity parts: {'2DA1213Y-13R': ['50']}
FN,MICROSEMIIREDIVISION_JAN2N918UB,2N918,20,Entity parts: {'2N918UB': ['15']}
FN,MICROCOMMERCIALCO_TIP29ABP,TIP30A-BP-HF,PNP,"Entity parts: {'TIP30': ['40', '60', '80', '220', '100']}"
FN,BC546-D,BC547BG,-55,"Entity parts: {'BC548C': ['30', '45', '65']}"
FN,DIODESINCORPORATED_FCX558TA,FCX558TA,150,Entity parts: {'AP02002': ['400']}
FN,DIODESINCORPORATED_DXT790AP513,DXT790AP5,150,Entity parts: {'AP02002': ['40']}
FN,ONSEMICONDUCTOR_MPSA12,MPSA12RLRAG,20,Entities do not have doc ONSEMICONDUCTOR_MPSA12.
FN,DIODESINCORPORATED_FMMT634QTA,FMMT634Q,15000,Entity parts: {'FMMT634QTA': ['100']}
FN,ONSEMICONDUCTOR_MPSA12,MPSA12RLRA,20000,Entities do not have doc ONSEMICONDUCTOR_MPSA12.
FN,DIODESINCORPORATED_FZT651TC,FZT651TC,3,Entity vals: ['60']
FN,ONSEMICONDUCTOR_MMBTA06WT1G,SMMBTA06WT3G,N,Entity parts: {'MMBTA06WT1': ['80']}
FN,DIODESINCORPORATED_FCX705TA,FCX705TA,150,Entity parts: {'FCX705': ['120']}
FN,SANKEN_2SC5100,2SC5100,N,Entity parts: {'2SC510': ['120']}
FN,STMICROELECTRONICS_HD1520FX,HD1520FX,10,Entity vals: ['700']
FN,BC546-D,BC546B,150,"Entity parts: {'BC548C': ['30', '45', '65']}"
FN,DIODESINCORPORATED_FZT758TC,FZT758,1.6,Entity parts: {'AP02002': ['400']}
FN,ONSEMICONDUCTOR_BC489G,BC489AG,100,Entity parts: {'BC489RL1G': ['80']}
FN,DIODESINCORPORATED_FCX705TA,FCX705TA,2000,Entity parts: {'FCX705': ['120']}
FN,TTELECTRONICSOPTEKTECHNOLOGY_2N2222AUATXV,2N2222AUA,1.16,Entities do not have doc TTELECTRONICSOPTEKTECHNOLOGY_2N2222AUATXV.
FN,BC546-D,BC547BRL1G,200,"Entity parts: {'BC548C': ['30', '45', '65']}"
FN,SANKEN_STD01N,STD01P,100,"Entity parts: {'STD01': ['150', '30']}"
FN,STMICROELECTRONICS_BUL804,BUL804,NPN,Entity vals: ['450']
FN,DIODESINCORPORATED_ZXTP2008ZTA,ZXTP2008ZTA,5.5,Entities do not have doc DIODESINCORPORATED_ZXTP2008ZTA.
FN,DIODESINCORPORATED_ZTX696BSTZ,ZTX696B,N,Entity vals: ['180']
FN,MICROCOMMERCIALCO_MPSA92AP,MPSA92-BP,N,Entity vals: ['300']
FN,CSEMS05382-1,BC546A,110,"Entity vals: ['45', '65', '30']"
FN,CENTRALSEMICONDUCTORCORP_MPSA64,MPSA63,625,Entities do not have doc CENTRALSEMICONDUCTORCORP_MPSA64.
FN,MICROCOMMERCIALCO_MPSA92AP,MPSA92-BP-HF,PNP,Entity parts: {'MPSA92-BP': ['300']}
FN,DIODESINCORPORATED_FZT651TC,FZT651TA,N,Entity parts: {'FZT651TC': ['60']}
FN,DIODESINCORPORATED_ZTX603STZ,ZTX602,1,"Entity vals: ['60', '80']"
FN,ONSEMICONDUCTOR_MPSA12,MPSA12RLRAG,625,Entities do not have doc ONSEMICONDUCTOR_MPSA12.
FN,DIODESINCORPORATED_ZXTP2008ZTA,ZXTP2008Z,150,Entities do not have doc DIODESINCORPORATED_ZXTP2008ZTA.
FN,DIODESINCORPORATED_FCX558TA,FCX558,2.0,Entity parts: {'AP02002': ['400']}
FN,DIODESINCORPORATED_DXT790AP513,DXT790AP5,200,Entity parts: {'AP02002': ['40']}
